14.10.2025:08:52:38.480;10.513;127.207;1323.89;1
14.10.2025:08:52:38.500;10.5426;127.157;1328.48;1
14.10.2025:08:52:38.520;10.4992;126.694;1326.75;1
14.10.2025:08:52:38.540;10.4912;127.167;1322.32;1
14.10.2025:08:52:38.560;10.4497;126.687;1319.21;1
14.10.2025:08:52:38.580;10.4801;127.233;1322.55;1
14.10.2025:08:52:38.600;10.3853;127.21;1312.42;1
14.10.2025:08:52:38.620;10.4729;126.696;1323.31;1
14.10.2025:08:52:38.640;10.5076;127.212;1325.15;1
14.10.2025:08:52:38.660;10.4868;127.175;1325.2;1
14.10.2025:08:52:38.680;10.4412;126.63;1319.48;1
14.10.2025:08:52:38.700;10.4638;127.183;1319.3;1
14.10.2025:08:52:38.720;10.499;127.163;1326.63;1
14.10.2025:08:52:38.740;10.4157;126.642;1315.27;1
14.10.2025:08:52:38.760;10.4178;127.192;1314.48;1
14.10.2025:08:52:38.780;10.4187;126.63;1317.45;1
14.10.2025:08:52:38.800;10.5415;127.176;1327.77;1
14.10.2025:08:52:38.820;10.4685;127.161;1321.1;1
14.10.2025:08:52:38.840;10.4803;126.617;1324.14;1
14.10.2025:08:52:38.860;10.5039;127.199;1324.73;1
14.10.2025:08:52:38.880;10.4624;126.625;1322.93;1
14.10.2025:08:52:38.900;10.4673;127.216;1321.38;1
14.10.2025:08:52:38.920;10.4227;127.184;1317.01;1
14.10.2025:08:52:38.940;10.4092;126.639;1316.14;1
14.10.2025:08:52:38.960;10.4924;127.224;1324.12;1
14.10.2025:08:52:38.980;10.462;126.604;1320.52;1
14.10.2025:08:52:39.000;10.4585;127.208;1321.06;1
14.10.2025:08:52:39.020;10.4799;126.632;1323.84;1
14.10.2025:08:52:39.040;10.4408;127.224;1318.35;1
14.10.2025:08:52:39.060;10.4076;127.21;1316.08;1
14.10.2025:08:52:39.080;10.4575;126.639;1321.16;1
14.10.2025:08:52:39.100;10.5027;127.2;1326.47;1
14.10.2025:08:52:39.120;10.355;127.199;1306.79;1
14.10.2025:08:52:39.140;10.3924;127.206;1311.02;1
14.10.2025:08:52:39.160;10.481;127.171;1322.03;1
14.10.2025:08:52:39.180;10.5098;126.631;1327.67;1
14.10.2025:08:52:39.200;10.5261;127.206;1327.4;1
